patch,thr_fdi,thr_ndvi,fdi_px,ndvi_px,both_px,valid_fdi_px,valid_ndvi_px,fdi_pct,ndvi_pct,both_pct
ghana2.tif,0.03840178623795509,0.171674445271492,10467,5245,4918,2390932,1810025,0.43777907527273885,0.2897750031076919,0.2717089542962114
